Text,NER
nirx(|MIR.ZA|),FN
lu2-ka-dim,FN
gesz-gi-tur-tur,FN
ur-x-nigar{gar},FN
SIG7-tur-tur-bi,FN
diri-tar,FN
a-GAN2-x-a,FN
gesztin,FN
gesz-bi-gesz-e-x,FN
{u2}kiszi17,FN
u2-ki-BAD-mu2,FN
a-dadag,FN
|KAxX|-ne,FN
durux(U3),FN
{d}nin-szubur,FN
igi-gesztin-an-ka,FN
hu-ba-na-ambar,FN
a-pa4-SIG7-gu-la,FN
sza-ra-ad,FN
na-gab3-tum,FN
a-ambar-es3-sa2-egir-e2-ta-DU,FN
nin-geszkim-zi,FN
nin10-nu-du3-ta,FN
suhur,FN
la2-mah,FN
{d}nin-lil2,FN
e2-gir-gi4-lu2,FN
lugal-nam-tar-re-da,FN
a-u2-da-ta,FN
pu2-szu-numun,FN
gu3-gu4-gu-sag,FN
ki-usz2-a-|ZI&ZI|,FN
du6-{u2}kiszi17,FN
gir4-u{ki},FN
ka-u2-ma-an,FN
u3-du10-ku4,FN
amar-{gesz}kiszi17,FN
kun-{d}hendur-sag,FN
GAN2-ur-gu-ka,FN
a-sza3-a-egir-GAN2-lu2-{d}szara2,FN
ku-lu2-KA-dim,FN
tul2-tum2,FN
dub-si-bi-e2,FN
nig2-ga2-la-ga,FN
du6-sahar,FN
na-x-ab-bi,FN
u2-ki-mun-mu2-a,FN
x-e2-mah,FN
bad3-du3,FN
sa12-du5,FN
tir-pa-bil3-la,FN
suhusz-gi-na,FN
en-du8-du:ta,FN
ensi2-ka,FN
gesz-...,FN
ma-al-ku{ki},FN
KA-TUL2,FN
du6-lugal-u3-a,FN
nin-dab-asz-mah,FN
x-u-gu4-x,FN
a-hi-uh3{ki},FN
la2-tur,FN
GAN2-alan,FN
a-gar3-{d}szakkan2,FN
{d}szara2-a2-i7-gibil,FN
ur-{d}ba-ba6-dumu-dab5-ba,FN
{d}amar-{d}suen-an-ne2-ki-ag2,FN
e2-duru5-en-na,FN
ki-sum,FN
durux(U3),FN
ul4-ul4-lu2-{d}utu,FN
e2-{d}lugal-ku3-ga,FN
da-gi4-a,FN
ga2-nun-gal,FN
ti-ra-asz2-ta-ma-ag2,FN
iri-ul-la,FN
x-mu-du3,FN
ambar-lagasz{ki},FN
ur-e2-an-na,FN
u2-du-udu-za-ma-hi-ka,FN
en-nu-lum-ma-{d}nin-gesz-zi-da,FN
lugal-sukkal,FN
a-sag-kak-DU,FN
{d}amar-{d}suen-x-ki-ag2-x-a,FN
nin-amasz-zi,FN
a-ba-gal-pisan-{gesz}i3-szub-ba,FN
tir-ma-nu,FN
ta-ma-ti,FN
a-a,FN
ambar-lagasz{ki}-ka,FN
gaba-zalag-ga,FN
a-ba-gal-GAN2-i3-szub-ba,FN
u3-nig2-mu,FN
e-na-gur5-ne,FN
ki-BAD,FN
ka-gu4-gu-sag-ga2,FN
sipa-e-ne,FN
kur-musz,FN
NE-pa-e3,FN
su3-GAN2-gu-la,FN
igi-{d}gesztin-an-ka,FN
{gesz}ba-bil2-la,FN
igi-{d}gesztin-an-na-ka,FN
lugal-banda3-x,FN
gi4-a-e2-esz3,FN
a-{gesz}balag-a,FN
igi-zi-mu-szi-bar,FN
gu2-i7-a-na-DU,FN
ambar-mah,FN
wa-li-ha,FN
nin-zi-iri-na,FN
{d}szu-{d}en-lil2,FN
{gesz}u2-ummux(|EDIN.LAL.A|),FN
lal3-ha-gu-la,FN
gi-dah-a,FN
du11-ga-ni-zi,FN
masz-gan2{ki},FN
KU-szuku-ni-du10,FN
gesz-BU-um,FN
ad-da-mu,FN
igi-{d}gu2-a-a,FN
su3-GAN2-babbar,FN
e2-ansze,FN
sipa-ne,FN
nin-nig2-erim2-ki,FN
engur-a-ra-na,FN
am-ri2-ma,FN
lugal-sza3-guru7,FN
tur-ta-i7-sal4-la,FN
gibil4-lugal-uszum:gal,FN
nin-munus-zi,FN
su-e-sir2-gu2-e-ba,FN
ki-en,FN
{d}szu-ur4-...,FN
ambar,FN
{d}ba-ba6-ma-al-ga-su3,FN
e2-duru5-a-tu,FN
a-na-asz-du,FN
a-ba-al-la,FN
amar-{d}suen-{d}szara2-ki-ag2,FN
sag-du3-inim-ma-dingir,FN
{d}en-um-i3-li2,FN
gu4-eme-ka-ka,FN
KWU729-x-...,FN
a-gesztin-e2-lugal-ku3-ga,FN
bu3-ma,FN
kur-bi2-lu,FN
nesag2,FN
KU-szuku-nig2-du10,FN
gi4-...,FN
a-gesztin-us2-sa-dumu-lugal,FN
e2-lugal-...,FN
gaba-bara2,FN
GAN2-mah,FN
ma-an-gi,FN
ensi2-gal,FN
numun-|KAxX|,FN
gi-dah-ha,FN
GAN2-lu2-{d}si,FN
be2-li-ha,FN
a-sag-du3-du-igi-{d}ig-alim,FN
e2-duru5-lu2-ma2-gan{ki},FN
da-da-nar-gal,FN
gesz-gi-banda3,FN
GAN2-x,FN
a-lal3-tur,FN
{d}ba-ba6-ig-ga-su3,FN
sag10-tur,FN
{gesz}kiri6-zu-ur5-ra,FN
gesz-gu2-du8-a{ki(SZA3)},FN
ad-da-dug3-a,FN
inim-ma-dingir-tur,FN
ambar-gesz-du3-a,FN
na-{ga}gab2-tum,FN
u3-idigna,FN
lugal-e-gar,FN
ma-ra-num2,FN
la-ra-ab,FN
gaba-e2-gibil-ka,FN
ba-sal4-ka,FN
um,FN
usz-gid2-da,FN
babila{ki},FN
sza3-hi-ba-ri2-tum{ki},FN
igi-x-x-x,FN
{d}nansze(AB)-gar,FN
ka-gu4-ku6-sag-ga2,FN
dal-ba-ba-{d}na-ru2-a,FN
ur2-ra-ni-du10,FN
a-{gesz}banszur,FN
nigin8-i7-isin2{si}-na-ka,FN
szu-esz18-dar,FN
kab-e-gar-ra,FN
lal3-x,FN
a2-ze2,FN
u2-ki-mun-mu2,FN
gu2-x-na,FN
sa-e3,FN
inim-ma-gu-la,FN
iszib-e-ne,FN
kak-nu-tuku,FN
nam-ma2-ra-ni-du10,FN
iszib,FN
szuruppak{ki}-ka,FN
SZE3-he2-ma-du,FN
muru13,FN
a-egir-a-u2-da-tur,FN
szu-ul-gid2,FN
uku2-nu-ti,FN
en-e-gu3-ba-de3,FN
dumu-lugal,FN
a-babbar2,FN
ab-ba-nu-mu-na-gal2,FN
kin-U-e-gar,FN
amar-{gesz}kisig2,FN
u2-szim-{d}ba-ba6-ka,FN
a-sag-du3-du,FN
u2-x-gir2,FN
nigin9-i7-isin2{si}-na,FN
HI-{d}inanna,FN
za-ha-din-na,FN
NI-zi-na,FN
a-uh3-a,FN
gesz-{kusz}ummux(|EDIN.LAL|),FN
a-u2-bala-gu-la,FN
am-ri2-ma{ki},FN
e2-duru5-mu-la,FN
pa-ba-al-edin-ka,FN
gibil-ku-li,FN
sahar-sur-ra,FN
ri-ba-ga-da-x-dim2-x,FN
e2-duru5-ur-{gesz}gigir,FN
a-lal3,FN
giri3-ti,FN
i7-gaba-sal4-la,FN
ka-{d}inanna,FN
da-x-...,FN
im-bi2-ba,FN
x-kur-re,FN
KA-TUL2,FN
pi-li-ha,FN
u2-du-en-e2-a,FN
e-su-dar,FN
ambar-tur-{d}nin-dar-a,FN
ma-ma-ni,FN
{d}dumu-zi-da-gu-la,FN
es3-sa2-la-x,FN
ab-lu-na,FN
nun-na-ka,FN
a2-bi2-li2,FN
an-ne2-ga2,FN
u2-a,FN
gaba-{gesz}ma-nu,FN
gesz-NI-gaba-UD-li,FN
u3-DIB-DI,FN
x-ha-ma-ti,FN
en-ga2-la2-ka-a,FN
gibil-lugal-uszum:gal,FN
nin-hi-li-su3,FN
gal-tur,FN
e-e2-gu-la,FN
gu2-ru-a,FN
{gesz}kiri6-zu-ur5,FN
szu-na,FN
{gesz}balag-x-x,FN
da-ur3,FN
lu2-{d}tar-lu2,FN
e-e2-bi,FN
sag-ku5-a-na,FN
za3-mu-ba-ni-us2,FN
i3-sum,FN
e2-gir-gi4-lu,FN
sza-ra-hum,FN
ama-zi-an,FN
nin-u3-kul-e-ki-ag2,FN
ugur2-tur-igi-e2-duru5,FN
ansze,FN
a-DISZ-tur,FN
ar-erim2,FN
u2-du-lu2-sa6-ga,FN
du6-lugal-...-tusz-a,FN
nin-...,FN
ma-al-ku,FN
du6-an-na-gu-la,FN
{d}ba-ba6-mal-ga-su3,FN
...-{d}nin-gir2-su-gu2-gal,FN
a-lu2-u4,FN
i7-lugal,FN
nin-nig2-erim2,FN
szesz-bara2,FN
du6-gig,FN
en-nu-lum-ma-ka,FN
gaba-{d}hendur-sag,FN
u2-edin-a,FN
ba-na-sa6,FN
gar-sza-na-ka{ki},FN
{d}suen-{d}szara2-ki-ag2,FN
du6-{d}nin-hur-sag,FN
{d}szul-gi-zi-kalam-ma,FN
gibil-lugal-inim-gi-na,FN
sza-ad-{d}szu-{d}suen-ka,FN
gaba-sug-ga,FN
dur3-ad6,FN
me-en-sa6,FN
gaba-ambar-ga,FN
hi-ba-ri2-tum,FN
ar-sza-ti-a-{d}nin-dar-a,FN
nin-gu2-x,FN
igi-u8-udu-a,FN
KA-szesz,FN
ul4-ul4,FN
hu-rim3{ki},FN
pu2-du,FN
ki-ma-da-sal4-la,FN
{d}nin-ur4-ra-du6-na-ka,FN
suhur-{d}inanna,FN
e2-mar-za{ki},FN
sipa,FN
du6-x,FN
sa6-ga-dar,FN
a-gar-szuszin{ki},FN
gu2-kir11-x,FN
kesz2-szeg9-masz2-bar,FN
ambar-es3-sa2-x-x-da-ni,FN
lu2-{d}en-ki-ka,FN
ar-mu-na-DU-tur,FN
a-pi4-sal4{ki},FN
la2-mah-igi-e2-duru5,FN
nam-szid,FN
e2-ansze-ka,FN
gu2-edin-na-egir-da-gi4-a,FN
a-bu3-A,FN
du6-a-hu,FN
lugal-si4-GAN2-lu2-{d}...,FN
i3-si2-na-ka,FN
gu4-su6-ka-ka,FN
{d}szara2-gaba-ki-u8,FN
u2-za-ar-ub-te,FN
ki-BAD-a-gug4,FN
sa6-ga-tur,FN
ku-ra-lum,FN
ma-da-iri-sa12-rig7{ki},FN
GAN2-masz2,FN
hu-ru-ba-x,FN
im-bi-a-ba,FN
e-kid,FN
inim-{d}...,FN
musz-bi-an-na,FN
{gesz}asalx(|GAB.LISZ|),FN
abgal-x,FN
x-lagab-ba,FN
a-KA-HU,FN
da-an-da-na-ka,FN
{gesz}balag-kur-DU-na,FN
apin-da,FN
igi-ab-ba-sa6-ga,FN
a-ur-im,FN
a-ubi,FN
ur-ga2-da,FN
pa3-da,FN
GA2-e2-gal{ki},FN
du6-an-na,FN
gan-mah,FN
e2-NE-li,FN
ga-KA,FN
igi-...-x,FN
da-gi4-a-tur,FN
dumu-an-ka,FN
si4-DISZ,FN
{d}siki-sur,FN
gesz-gi-dul9-la,FN
gaba-i7-sal4-la{ki},FN
kun,FN
pi-li-ha-ka,FN
e2-{d}szakkan2,FN
nin-e-gu3-ba-de2,FN
me-en-kar2,FN
{gesz}kiri6-gu-la,FN
ni-zi-na,FN
a-DU-nu-ti,FN
du6-ge6,FN
dingir-ra-gurx(|SZE.KIN|)-ku5,FN
i3-si2-na,FN
illu-{d}en-ki,FN
ugur2-tur-igi-anzu2-babbar2,FN
lugal-uszurx(|LAL2.TUG2|),FN
en-nu-lum-ma,FN
u2-du-{d}nin-a-ra-li,FN
nag-ki-zu,FN
x-ba-zi,FN
gesz-bi-gar,FN
ar-mu-na-DU,FN
ba-lu5-la,FN
nin-nig2-erim(|NE.GAR|)-bi,FN
e2-gibil-le,FN
gesz-gi-an-na,FN
du6-gesz-i3,FN
{gesz}kiri6-su-ha,FN
e2-da-tug2,FN
e2-he-gal2,FN
dal-ba-na,FN
zi-du8-ha,FN
isz-ku-nu-er3,FN
igi-bara2-szar-ru-gin7,FN
pu2-a2-uz,FN
ga2-gi,FN
a-ki-uru16,FN
{d}nin-ildux(BU)-ma,FN
ka-tar-dingir-x,FN
igi-zi-mu-igi-bar-ra,FN
dur9{ur3}-re-gar,FN
muru13-musz-bi-an-na,FN
SAR-gu-la,FN
gur8-{d}nisaba,FN
nigin8-e2-banszur,FN
a2-ti,FN
{d}nin-hur-sag-a-e-bar-ra-ka,FN
...-x-ba,FN
gir-nun,FN
engar-ba-zi,FN
du6-asz-{d}asznan-ama,FN
ba-a-nu-de3,FN
{gesz}szinig-pa5(e-PAP),FN
...-nun-tur3-e-si,FN
tuku-U-e-gar-ra,FN
lugal-ku3-ga,FN
la-za-wi-gu-la,FN
kir11-tar{ki},FN
a-du11-ge-zi,FN
ar-mu-na-DU-gu-la,FN
sa2-du11-dingir-re-ne,FN
musz-an-na,FN
iszib-e-ne,FN
da-ur4,FN
u2-ki-numun,FN
u4-ga-a-gesztin-na,FN
nin-tur3-e-si,FN
gi4-ri2-il8,FN
GAN2-lugal,FN
gug4-i7-da-gu-la,FN
du10-gal2,FN
a-gesztin-dab5-ba,FN
ma2-gur8,FN
sa6-ga,FN
a-ki-szah2,FN
diri,FN
du6-tir,FN
a-gar3-tur-tur,FN
gaba-su3-GAN2,FN
{kusz}e-sir2-dub2-ba,FN
na-ga-ab-tum,FN
e2-lugal-ka,FN
szu2-du8-du,FN
{ku}kur6-nig2-du10,FN
i7(ENGUR)-sal4-la{ki},FN
la2-tur-ka,FN
i7-lugal-ka,FN
gu2-un-x,FN
a-gur8,FN
{gesz}szinig-mu2-am3,FN
igi-e2-amar,FN
du6-szuba3,FN
e2-gibil4-le-tur,FN
za-gin3-sahar-bar,FN
lugal-anzu2{muszen},FN
e2-gal,FN
bar-rim4-gu-la,FN
muru13-u3-a-egir,FN
u3-en-gi,FN
gesz-gi-...-ba-zi-...,FN
gu4-{gesz}szinig,FN
gesz-gi-dul9-tur,FN
di3-ma-at-{d}en-lil2,FN
iri-ul-ka,FN
muru13,FN
a-u2-da,FN
es3-sa2-...,FN
ar-...-x-ba-na,FN
|NUNUZ.(KISIM5x(TUG2.HI))|,FN
su13-GAN2-{d}nin-dar-a,FN
sag-du3-lal3-ha,FN
e2-duru5-nin-si-ga,FN
{d}ba-ba6-nin-si-sa2,FN
SU-A-tur,FN
ma-da-a-da-lal3{ki},FN
ki-ma-nu,FN
GAN2-{gesz}banszur,FN
u2-ki-BAD-mu2-a,FN
nigin9,FN
masz-gan2-dub-si-ga,FN
gi-apin-ku5-ra2,FN
e2-e-dar-a,FN
u2-mun,FN
gi-lugal,FN
gaba-ambar-nina{ki},FN
NE-NE-lu-kar2-ba-na-kar2,FN
{d}nanna-ma-an-sum-ka,FN
{d}nanna-x-lu2-kal-x-x,FN
