Text,NER
tum-ma-al-la{ki},GN
a-ba-ar-ni-um{ki},GN
ma-za-ga2-ga2{ki},GN
isin2{si}{ki}-ke4(RA)-ne,GN
ma2-ad-da{ki}-ga,GN
AB{ki},GN
e2-GIR3{ki},GN
zi-da-ni-um{ki},GN
hu-hu-nu-ri{ki},GN
hu-hu-ri{ki},GN
zi-da-num2{ki},GN
tu-tu-ub{ki},GN
in-szum{ki},GN
PAP-SZID{ki},GN
du6-sa-bar{ki},GN
szu-a-hi{ki},GN
...{ki},GN
da-bu-ru-um{ki},GN
babila{ki},GN
du6-kar-sag-ga2,GN
MAN-banda3{da}{ki},GN
kur-bala{ki},GN
kur-{gesz}eren{ki},GN
ur-bi2-lum{ki},GN
a-pi4-sal-la{ki},GN
szuruppak{ki}-ga,GN
a-za-ru-um-a-ur2-ra{ki},GN
zi-hu{ki},GN
gam-sza{ki},GN
si-mur-um{ki},GN
si-ti-in-ru-bu-um{ki},GN
szu(E)-na-mu-gi4{ki},GN
mar-ha-szi-ne,GN
al-sza-na{ki},GN
a-sza-an{ki},GN
babila2,GN
ki-en:gi{ki},GN
ka-sahar-ra{ki},GN
du8-du8-li2-um{ki},GN
a-ba-al{ki},GN
za-ab,GN
bu-tu-li-um{ki},GN
ku6-a{ki},GN
ha-ar-szi{ki}-me-esz2,GN
a-wa-al{ki},GN
enku{ki},GN
su-sin2-na{ki},GN
ur-bi2-i3-lum{ki},GN
in-szum,GN
ha-bu,GN
nag-su{ki}-a,GN
gar-szum{ki},GN
nimgir-AB{ki},GN
szuszin{ki}-ta,GN
ka-sahar{ki}-e-ne,GN
gir2-nun-ta,GN
unu{ki}-sze,GN
a-UD{ki}-nu-tuku,GN
si-um-mi{ki},GN
szabra{ki},GN
uri3{ki},GN
gir2-su-ka,GN
kin-ki-bur,GN
a-ra-ap-hu-um{ki},GN
i-du-lu5{ki},GN
{d}nam2-gir2-su{ki},GN
{d}an-nu-ni-tum-unu{ki}-ga,GN
mu-ri-iq-ti-id-ni-im,GN
szu-ur2-i7-unu{ki},GN
urua{ki}-kar,GN
u4-x,GN
kaskal{ki},GN
e2-a-a,GN
uri5{ki}-ki-nin,GN
a-dam-dun{ki}-ka,GN
ha-ma-zi2{ki},GN
hi-ba-ri2-tum{ki},GN
{u2}ur2-re{ki},GN
elam{ki},GN
kesz3{ki},GN
du6-sa-bar-ra,GN
gu2-du-a,GN
gu2-ab{ki},GN
urua-ka,GN
babbar2{ki},GN
un-sa6-ga,GN
nig2-gur11-an-na{ki},GN
sag-te-na{ki}-ka,GN
e2-unu{ki}-ta-mu-zu,GN
isin2{si}{ki},GN
za-u2-la{ki},GN
{d}sukkal-uri5{ki},GN
iri-la,GN
u2-la2,GN
mar-da-ma-ni-um{ki},GN
a-ga-(dug){ki},GN
ka-zal(GAG)-lu{ki},GN
hu-rim3-ma{ki},GN
as2-sur{ki},GN
a-asz7{ki},GN
masz2-GAN2{ki},GN
{gesz}kiri6-gaba-temen-ka,GN
asz-nun-na{ki},GN
nu-ga-ar{ki},GN
ba-an-zi{ki},GN
ni-nu2-a{ki},GN
e2-te-na{ki}-ka,GN
e2-mar-za,GN
a-za-ru-um-ma,GN
u2-szu-ri{ki},GN
du-du{ki},GN
dur-eb-la{ki},GN
tu-tu-la{ki},GN
te,GN
NINA{ki},GN
en7-ku6,GN
pa5-tibira{ki},GN
adab{ki}-ka,GN
hu-ur5{ki},GN
si-u3{ki},GN
ha-ar-szi,GN
ma-hi-li{ki},GN
hu-ur-ti{ki},GN
nibru{ki}-kam,GN
a-za-ru-um-da-gi{ki},GN
zabala{ki},GN
gir4-u{ki},GN
gu-ab-ba{ki},GN
szu-mi-um{ki},GN
ki-ma{ki},GN
u2-za-ar-i-mi-lum{ki},GN
szabra{ki}-ke4-ne,GN
a-pi4-sal4,GN
u4-x-kam,GN
ki-AN{ki},GN
{d}utu-lagasz{ki},GN
du6-kar-sag,GN
si-bu-ru-um{ki},GN
u-pi5{ki}-ka,GN
a-hu-ti{ki},GN
hu-ur5,GN
lu-lu-bun{ki}-na,GN
e2-da-na{ki},GN
ur2-sza-an{ki},GN
ki-zi-ru{ki},GN
szi-szi-il{ki},GN
en-kal-dim2{ki},GN
mar-ha-szi-ka,GN
umma{ki}-kam,GN
tum-ma-al{ki},GN
gu2-du-a{ki},GN
e2-duru5-{d}szul-gi{ki},GN
gi-ir-gesz{ki},GN
hu-hu-nu{ki},GN
szar-ru-du10{ki},GN
sza-me{ki},GN
a-bi(GA)-ak{ki},GN
e-ba-al{ki},GN
ma-ri2{ki},GN
gir2-su{ki}-ke4-ne,GN
di3-ni-ik-tum-ma{ki},GN
di3-ni-ik-tum,GN
pa5-ha{ki},GN
ma-an-hi-li{ki},GN
abzu-si{ki},GN
a-pi2-ak{ki},GN
DU-ni,GN
e2-eridu{ki}-an-ki,GN
ul-li{ki},GN
hu-ur5-ti,GN
ar-ma-an{ki},GN
zabalax(|AN.MUSZ3.AB|){ki},GN
si-ma-nu-um,GN
lu-lu-bu{ki}-ke4-ne,GN
du6-bu-ra{ki},GN
sir2-ra{ki},GN
uri5{ki}-e,GN
esz3-nun-na{ki},GN
ar-ra-ap-hu-um{ki},GN
na-wa-ar{ki},GN
na-gar3{ki},GN
unu{ki}-ga-asz,GN
uri5{ki}-sze3,GN
szi-ma-asz-gi4,GN
si-mu-ru,GN
gar-sza-na-ka{ki},GN
{d}lugal-mar2-da{ki},GN
ha-ma-zi2{ki}-ka,GN
mar-ha-szi{ki},GN
sza-asz-szu2-ru{ki},GN
bi2-tum-ra-bi2-um{ki},GN
e2-da,GN
amar-ka{ki},GN
szu-ur2-bu{ki}-ke4-ne,GN
BAD3@s{ki},GN
nag-su{ki},GN
an-sza-an{ki},GN
na-esz5-du3-a,GN
na-esz-du3-a{ki},GN
zi-kum{um}{ki}-ma,GN
ma2-ad-ga{ki},GN
si-mu-ru{ki},GN
ur-sag-pa-e3{ki},GN
si-mu-ru-um{ki}-ma,GN
isin2{si}-na{ki},GN
ib2-tur3{ki},GN
babila2{ki}-ka,GN
kisig2{ki},GN
an-za3-gar3,GN
nanna{ki}-ma,GN
asz-nun-na,GN
nu-tur{ki},GN
a-pi4-sal4{ki},GN
kisz{ki},GN
ki-es3{ki},GN
gu2-ab-ba{ki}-ke4-ne,GN
bar-zi-pa{ki},GN
szu-szu-um{ki},GN
nina{ki}-du10-da,GN
ma-al-ku(E),GN
umma2{ki},GN
a-pi4-sal4-la,GN
adab{ki}-kam,GN
masz-gan2{ki},GN
ha-asz-hu-ri{ki},GN
gar-sza-na-ka,GN
a-za-ru-um-wa-ar-qa2{ki},GN
e2-da-ka,GN
di3-ni-ik-tum-ma,GN
e2-gu-la{ki},GN
DU-bi-im,GN
i-x-har-i3-si-in{ki},GN
an-sza{ki}-na,GN
gesz{ki},GN
ga-sag{ki},GN
pu-ut-tu-li-um{ki},GN
zi-mu-dar{ki},GN
uru2{ki},GN
lam-KA{ki}-ga,GN
{gesz}ab-ba{ki}-dun,GN
lu-lu-bu{ki}-na-ke4-ne,GN
a-ra-mi{ki},GN
mu-ri-iq,GN
ti-im-KU-KU{ki},GN
wa-nu-um{ki},GN
asilal3{ki},GN
unug{ki},GN
asz-da-ba{ki},GN
igi-nim-ma{ki},GN
a-ar-szi{ki},GN
mu-ri-iq-ti-e-im-um-ma,GN
ka-zal-lu2{ki},GN
a-pi5-ak{ki},GN
ebih{ki},GN
{d}szara2{ki},GN
du8-du8-li2,GN
e2-sa-ad-ma{ki},GN
e2-da-na,GN
ur-za-ba4-ba4{ki},GN
uri5-ma,GN
szuszin{ki}-x,GN
ti-im-tum{ki},GN
ur-e2-gab2{ki},GN
ki-masz,GN
ma2-ad-ga,GN
sahar-u2-u2-ka,GN
pa5-en7-ku6{ki},GN
dar-ne-ti{ki},GN
uru11,GN
ur-li-ta,GN
gar3-bi-ir{ki},GN
geme2-e2-nina{ki},GN
da-da{ki},GN
uru11{ki},GN
szi-ma-nu-um,GN
hu-uh3-nu-ri{ki},GN
sza-ri-it-hu-um{ki},GN
me-dur-an{ki},GN
e3-a,GN
kak-mi{ki},GN
kun-sumun{ki},GN
GAN2-lugal-iti-da,GN
lu-lu,GN
e2-unu{ki},GN
an-za3-gar3{ki},GN
sa-bu-um-ma{ki},GN
en-dim2-gig{ki},GN
ia3-ab-ra-at,GN
gi-da-nu-um{ki},GN
elam,GN
gu-ru-sal4-la{ki},GN
gir13-tab{ki},GN
HAR-da-hi{ki},GN
{d}nibru{ki},GN
da-UD{ki}-a,GN
szu-ur2-bu{ki},GN
ma-ru-um{ki},GN
an-sza-na,GN
szar-ru-um{ki},GN
dal-ba-at,GN
ba-an-zi,GN
nina-ke4-ne,GN
ugnim{ki}-ke4-ne,GN
ma-ra-ah-szi{ki},GN
hur-sag-ga-lam-ma,GN
kar2-har{ki}-ra-ke4-ne,GN
sila4{ki}-ka,GN
DU-bi,GN
ka-zal-lu,GN
ni-kab{ki},GN
umma{ki}-ma-ka,GN
ka-szuba3,GN
uri5{ki}-ke4-ne,GN
babila,GN
si-masz-kum{ki},GN
szi-ik-ri-szum{ki},GN
ha-ar-szi{ki},GN
du8-duh-hu-li2{ki},GN
hu-hu-nu-ru{ki},GN
ha-hu-um{ki},GN
SU-a,GN
isz-ne-kal{ki},GN
gi-sza,GN
NE-NI,GN
du6-ku3-ge,GN
lu-lu-bum2{ki},GN
tum-ba-al{ki},GN
ga-esz,GN
ba-bil,GN
{gesz}asal2{ki},GN
babila{ki}-ma,GN
zi-sza{ki},GN
zi-ti-an{ki},GN
zi-da-nu{ki},GN
a-dag-ga{ki},GN
tum-am-al{ki},GN
za-ab-sza-li-im,GN
ugnimx(|KI.SU.LU.NIG2|),GN
a-pi4-sal{ki},GN
dal-ha-at{ki},GN
si-mu-rum{ki},GN
ba-ga2,GN
nag-su{ki}-da,GN
musz-bi-an-na,GN
elam-ka,GN
sag-ub3{ki},GN
uru11{ki}-ka,GN
ma-sza-tum{ki},GN
a-bi-ak{ki},GN
KI-AN{ki}-ke4-ne,GN
tum-al{ki},GN
{d}nin-e2-gab2{ki},GN
e2-kur,GN
tum3-ma-al{ki},GN
tum-al-la{ki},GN
za3-at-tum{ki},GN
pa-szim-e{ki},GN
isz-nun-na{ki}-ka,GN
unu{ki},GN
masz-gan2{ki}-ka,GN
babila-ma,GN
gar-si4-da{ki},GN
urua,GN
zi-da-nu-um{ki},GN
si-um{ki},GN
ki-nibru{ki}-da-lu2,GN
a-suhur{ki},GN
zi-da-ni-num2{ki},GN
si-ma-nu-um{ki},GN
hu-ti{ki},GN
gu2-ab-ba-ba{ki}-x-ka,GN
za3-tum,GN
nina{ki},GN
he2-bi2-la-at{ki},GN
za-ba-an{ki},GN
hu-hu-nu:ri{ki},GN
a2-sun2,GN
un-sa6-ga{ki},GN
bi-da-dun{ki},GN
kar-sag{ki},GN
ugnim{ki}-ma-ke4-ne,GN
gir13-gesz-ka,GN
...-ab-ba{ki},GN
szuszin{ki}-ka,GN
asz-szur5{ki},GN
ti-ra-an{ki},GN
ki-es3,GN
sza-szu-ru{ki},GN
szuszin{ki}-na,GN
ki-isz-ga-ti{ki},GN
in-na-ba{ki},GN
ki-nu-nir{ki}-x,GN
gar-sza-an-na{ki},GN
nig2-zi3-da{ki},GN
eb-la{ki}-me-esz2,GN
KI-AN{ki}-ka,GN
musz-bi-an-na-ke4-ne,GN
bad3-NE-da{ki},GN
ma2-gan{ki},GN
zabala3{ki}-ma,GN
a-ga-de3{ki},GN
tu-tu{ki},GN
eridu{ki},GN
elam,GN
u2-li2-ma{ki},GN
kunga-HAR{ki},GN
ia3-ab-ru{ki},GN
hu-ur5-ti{ki},GN
